,name,latitude_radian,longitude_radian,num_links,links,num_categories,categories,latitude_degrees,longitude_degrees
83492,KHALING,0.474904089467657,1.5987215948268056,8,Bhutan; Sharchop language; Dzongkha; William Mackey (Jesuit); town; Districts of Bhutan; Trashigang District; Countries of the world,1,POPULATED PLACES IN BHUTAN,27.209999999999997,91.6
155057,ELLINGE,0.9654143313302299,0.18538790351947548,10,Ferritslev; Region of Southern Denmark; Denmark; Central European Time; Funen; Nyborg Municipality; Nyborg; Regions of Denmark; Central European Summer Time; Odense,2,CITIES AND TOWNS IN THE REGION OF SOUTHERN DENMARK; POPULATED PLACES IN FUNEN,55.31416666666666,10.621944444444445
48307,"CHETROSU, DROCHIA",0.8389749232964753,0.4869759501278663,8,Districts of Moldova; National Bureau of Statistics of the Republic of Moldova; 2004 Moldovan Census; 2014 Moldovan Census; Drochia District; Partidul Democrat din Moldova; Moldova; Central Election Commission of Moldova,1,VILLAGES OF DROCHIA DISTRICT,48.0697222222,27.901666666700002
111834,KHAR QOWL,0.5960299395560634,1.178388133304838,5,Afghanistan; Bamyan Province; National Geospatial Intelligence Agency; Provinces of Afghanistan; village,1,POPULATED PLACES IN BAMYAN PROVINCE,34.14999999999999,67.51666666666667
279475,RAŠLJANI,0.7811948287822287,0.32451973372429005,6,Central European Time; village; Municipalities of Bosnia and Herzegovina; Bosnia and Herzegovina; Central European Summer Time; Brčko (city),1,VILLAGES IN BRČKO DISTRICT,44.75916666666667,18.59361111111111
230800,"BAYANDUR, AZERBAIJAN",0.7051130178057091,0.8217591894806636,4,Azerbaijan; Tartar Rayon; Azerbaijan Time; Administrative divisions of Azerbaijan,1,POPULATED PLACES IN TARTAR DISTRICT,40.4,47.08333333333334
243868,"LAD, BHIWANI",0.4960749332943482,1.3255601135971733,15,Census of India; 2011 Census of India; Village; Postal Index Number; Tehsil; panchayat; India; List of districts of India; Haryana; Badhra; Hindi; Indian Standard Time; Bhiwani; States and union territories of India; Bhiwani district,1,VILLAGES IN BHIWANI DISTRICT,28.422999999999995,75.949
306267,AMMAPALEM,0.2980636450716152,1.4097283258863913,9,States and territories of India; Konijerla; Telangana; Postal Index Number; Khammam district; Indian Standard Time; Telugu language; List of districts of India; India,1,VILLAGES IN KHAMMAM DISTRICT,17.07778888888889,80.77148333333334
144249,"MAPLE BEACH, PENNSYLVANIA",0.6996346232091715,-1.3067086184209098,16,"ADC Map; List of sovereign states; Bucks County, Pennsylvania; ZIP code; Area codes 215 and 267; Delaware River; Pennsylvania; Burlington-Bristol Bridge; U.S. state; Rohm and Haas; List of townships in Pennsylvania; unincorporated community; Geographic Names Information System; List of counties in Pennsylvania; Bristol Township, Pennsylvania; Eastern Time Zone",2,"UNINCORPORATED COMMUNITIES IN PENNSYLVANIA; UNINCORPORATED COMMUNITIES IN BUCKS COUNTY, PENNSYLVANIA",40.086111111111116,-74.86888888888888
236091,"HOLCOMB, MISSOURI",0.6353483290940469,-1.5711987221502175,29,"List of sovereign states; Black (U.S. Census); Race (U.S. Census); African American (U.S. Census); Dunklin County, Missouri; Native American (U.S. Census); U.S. state; population density; Latino (U.S. Census); Area code 573; Missouri; Geographic Names Information System; Marriage; Federal Information Processing Standard; Tommy Lynn Sells; ZIP code; United States Census Bureau; City; United States Geological Survey; White (U.S. Census); Race (United States Census); List of counties in Missouri; poverty line; Jack Powell (1913 pitcher); Hispanic (U.S. Census); census; North American Central Time Zone; per capita income; 2010 United States Census",2,"CITIES IN DUNKLIN COUNTY, MISSOURI; CITIES IN MISSOURI",36.40277777777778,-90.02305555555556
55513,KOT PRI DAMLJU,0.7927699493441913,0.2648880872801301,7,Damelj; Statistical regions of Slovenia; Southeast Slovenia Statistical Region; Municipality of Črnomelj; Slovenia; White Carniola; Municipalities of Slovenia,3,POPULATED PLACES ESTABLISHED IN 2000; 2000 ESTABLISHMENTS IN SLOVENIA; POPULATED PLACES IN THE MUNICIPALITY OF ČRNOMELJ,45.42237222222223,15.17696944444444
86137,"SREDNJI VRH, DOBROVA–POLHOV GRADEC",0.8040765316081874,0.2487967818345279,10,Statistical regions of Slovenia; Central Slovenia Statistical Region; Središče ob Dravi; Srednje; Slovenia; Upper Carniola; Municipality of Dobrova–Polhov Gradec; dispersed settlement; Municipalities of Slovenia; Polhov Gradec,1,POPULATED PLACES IN THE MUNICIPALITY OF DOBROVA-POLHOV GRADEC,46.07019166666667,14.255005555555556
97208,KUNŽAK,0.8572620953483148,0.2651446021988052,8,obec; South Bohemian Region; Jindřichův Hradec; Jindřichův Hradec District; Regions of the Czech Republic; České Budějovice; Districts of the Czech Republic; Prague,1,VILLAGES IN JINDŘICHŮV HRADEC DISTRICT,49.1175,15.191666666666665
229339,"RÍO VERDE, CHILE",-0.9189158511750144,-1.2473286387586142,29,Köppen climate classification; Riesco Island; administrative division of Chile; electoral divisions of Chile; List of sovereign states; Alcalde; Christian Democratic Party; Seno Skyring; Urban area; rural area; Time in Chile; Magallanes Region; Chamber of Deputies of Chile; Rural area; Independent Democratic Union; Chile; Magallanes y la Antártica Chilena Region; Regions of Chile; Independent (politician); Magallanes Province; Municipality; Provinces of Chile; Communes of Chile; National Statistics Institute (Chile); alcalde; municipal council; Oceanic climate#Subpolar variety (Cfc); census; Senate of Chile,2,POPULATED PLACES IN MAGALLANES PROVINCE; COMMUNES OF CHILE,-52.64999999999999,-71.46666666666667
37290,"EMAMZADEH SEYYED MOHAMMAD, EQLID",0.5326793358454804,0.92035574780791,13,Khonjesht Rural District; Eqlid County; Romanize; List of countries; Counties of Iran; Iran Daylight Time; Fars Province; Iran Standard Time; Provinces of Iran; Rural Districts of Iran; Iran; Bakhsh; Central District (Eqlid County),1,POPULATED PLACES IN EQLID COUNTY,30.520277777777775,52.73250000000001
25194,BUILDING AT 237-239 MAIN STREET,0.7270072036446158,-1.226622246438426,4,"Queen Anne style architecture; National Register of Historic Places; Barnstable, Massachusetts; National Register of Historic Places listings in Barnstable County, Massachusetts",5,"BUILDINGS AND STRUCTURES IN BARNSTABLE, MASSACHUSETTS; NATIONAL REGISTER OF HISTORIC PLACES IN BARNSTABLE, MASSACHUSETTS; COMMERCIAL BUILDINGS COMPLETED IN 1910; COMMERCIAL BUILDINGS ON THE NATIONAL REGISTER OF HISTORIC PLACES IN MASSACHUSETTS; QUEEN ANNE ARCHITECTURE IN MASSACHUSETTS",41.654444444444444,-70.28027777777778
125616,"WYGODA, KĘTRZYN COUNTY",0.944557646768898,0.3686038417475802,13,Olsztyn; Gmina Korsze; Kętrzyn County; Gmina; Countries of the world; Kętrzyn; Warmian-Masurian Voivodeship; Powiat; Poland; East Prussia; Voivodeships of Poland; village; Korsze,1,VILLAGES IN KĘTRZYN COUNTY,54.11916666666667,21.119444444444444
331014,"KAUL, KAITHAL",0.520912907804952,1.3379839489892864,29,States and territories of India; Chaudhary Charan Singh Haryana Agricultural University; Postal Index Number; Mahabharat; panchayat village; Gita; List of districts of India; Ch. Makhan singh; IOFS; Kapil; Kaithal district; Kaithal District; Karnal; Dhand; Karna; ashram; Kurukshetra; Kaithal; Indian Ordnance Factories; Tehsil; Arjuna; Balwant Singh Sagwal; Haryana; Krishna; Pundri; Indian Standard Time; Chaudhary Ishwar Singh; Lok Sabha; Sanskrit,1,VILLAGES IN KAITHAL DISTRICT,29.84611111111111,76.66083333333334
206497,"LINDEN, WESTERWALDKREIS",0.8831947791508638,0.13703258696561033,27,Rhineland-Palatinate; interchange (road); tourism; Bundesautobahn 5; Altenkirchen (Westerwald); Westerwaldkreis; Koblenz; Frankfurt am Main; Agriculture; Dierdorf; Hennef; Hachenburg (Verbandsgemeinde); Hachenburg; Plurality voting system; Autobahn; Bundesautobahn 3; Verbandsgemeinde; Westerwald; Wied; service industries; Westerburg; Bundesstraße; Mogendorf; Germany; sea level; Rhine; Cologne,2,MUNICIPALITIES IN RHINELAND-PALATINATE; WESTERWALDKREIS,50.603333333333325,7.851388888888888
389506,"MARTIN HOUSE (SEEKONK, MASSACHUSETTS)",0.7297900341741843,-1.2443906678510903,12,"Christopher Lippitt; Brown University; Seekonk, Massachusetts; Monitor (architecture); National Register of Historic Places listings in Bristol County, Massachusetts; National Register of Historic Places; American Revolutionary War; Clapboard (architecture); Newport, Rhode Island; Battle of Trenton; Babcock's/Lippitt's Regiment; Doric order",3,"HOUSES IN BRISTOL COUNTY, MASSACHUSETTS; HOUSES ON THE NATIONAL REGISTER OF HISTORIC PLACES IN BRISTOL COUNTY, MASSACHUSETTS; SEEKONK, MASSACHUSETTS",41.813888888888876,-71.29833333333333
243983,ADOLFO,-0.3706303629346181,-0.8664493146053406,4,microregion of São José do Rio Preto; São Paulo (state); Brazil; Municipalities of Brazil,2,POPULATED PLACES ESTABLISHED IN 1959; MUNICIPALITIES IN SÃO PAULO (STATE),-21.235555555555557,-49.643888888888895
170244,GAŁDOWO,0.936078255486292,0.33888476309556564,11,Warmian-Masurian Voivodeship; Olsztyn; Powiat; Poland; Voivodeships of Poland; Iława; village; Iława County; Gmina; Gmina Iława; Countries of the world,1,VILLAGES IN IŁAWA COUNTY,53.633333333333326,19.416666666666668
62822,"ST. MARY'S CHURCH AND RECTORY (IOWA CITY, IOWA)",0.7271526477489486,-1.5975289531712762,97,"St. Anthony's Catholic Church (Davenport, Iowa); contributing properties; Carl Meinberg; facade; Cincinnati; John George Alleman; cornice; J.A.M. Pelamourgues; Roman Catholic Archdiocese of Dubuque; Saint Anne; baptismal font; rectory; Germans; communion rail; Four Evangelists; carillon; Twelve Apostles; Greek Revival architecture; Joseph Cretin; Moses; crucifix; eaves; Keystone (architecture); vaulted ceiling; hip roof; United States; Ezekiel; Davenport, Iowa; spire; corbel table; Visitation (Christianity); Order of Preachers; cornerstone; Newman Center; Augustine of Hippo; pipe organ; National Register of Historic Places; Msgr.; National Park Service; Pulpit; Iowa City, Iowa; Jerome; Mathias Loras; pilasters; stained glass window; church tabernacle; Isaiah; convent; Regina High School (Iowa); buttress; nave; limestone; buttresses; gable; Gregory the Great; bas-relief; University of Iowa; St. Mary's Rectory (Iowa City, Iowa); porch; Second Vatican Council; Church Fathers; high altar; Saint Patrick's Church (Iowa City, Iowa); Bernard of Clairvaux; Anthony of Padua; reredos; David; Bohemians; St. Paul's Catholic Church (Burlington, Iowa); Stations of the Cross; Aloysius Gonzaga; Saint Joseph; Diocese of Davenport; bell tower; Book of Revelation; Burlington, Iowa; Dubuque, Iowa; Eucharist; Jefferson Street Historic District (Iowa City, Iowa); John Hennessy (archbishop); Sisters of Charity of the Blessed Virgin Mary; Aloysius Schulte; Saint Boniface; brick; Saint Patrick; Blessed Virgin Mary; brick veneer; Samuel Charles Mazzuchelli; Chicago; Ambrose; apse; pulpit; octagon; Bonaventure; Park House Hotel; wall dormer; Romanesque Revival architecture",15,"RELIGIOUS ORGANIZATIONS ESTABLISHED IN 1841; ROMAN CATHOLIC CHURCHES IN IOWA CITY, IOWA; NATIONAL REGISTER OF HISTORIC PLACES IN IOWA CITY, IOWA; CHURCHES IN THE ROMAN CATHOLIC DIOCESE OF DAVENPORT; ROMAN CATHOLIC CHURCHES ON THE NATIONAL REGISTER OF HISTORIC PLACES IN IOWA; CLOCK TOWERS IN IOWA; 1841 ESTABLISHMENTS IN IOWA TERRITORY; INDIVIDUALLY LISTED CONTRIBUTING PROPERTIES TO HISTORIC DISTRICTS ON THE NATIONAL REGISTER IN IOWA; ROMANESQUE REVIVAL CHURCH BUILDINGS IN IOWA; GERMAN-AMERICAN CULTURE IN IOWA; ROMAN CATHOLIC CHURCHES COMPLETED IN 1867; ROMAN CATHOLIC CONGREGATIONS ESTABLISHED IN THE 19TH CENTURY; HISTORIC DISTRICT CONTRIBUTING PROPERTIES IN IOWA; CZECH-AMERICAN CULTURE IN IOWA; 19TH-CENTURY ROMAN CATHOLIC CHURCH BUILDINGS IN THE UNITED STATES",41.66277777777778,-91.53166666666665
170544,"TAZEH KAND, HOWMEH",0.6600641305570112,0.8302822139945693,13,Sarab County; Romanize; List of countries; Howmeh Rural District (East Azerbaijan Province); Counties of Iran; Iran Daylight Time; Iran Standard Time; Provinces of Iran; Rural Districts of Iran; Iran; East Azerbaijan Province; Bakhsh; Central District (Sarab County),1,POPULATED PLACES IN SARAB COUNTY,37.8188888888889,47.57166666666667
186752,SOWINA BŁOTNA,0.904662328950394,0.31066860685499065,11,Pleszew; Powiat; Gmina Pleszew; Greater Poland Voivodeship; Poland; Voivodeships of Poland; Pleszew County; village; Gmina; Countries of the world; Poznań,1,VILLAGES IN PLESZEW COUNTY,51.83333333333333,17.8
91249,FIERLE PEAK,-1.4558954843719365,-0.8895361420997767,10,Saratoga Table; Advisory Committee on Antarctic Names; Pensacola Mountains; Dyrdal Peak; U.S. Navy; Antarctica; Forrestal Range; Gerard R. Fierle; Ellsworth Station; United States Geological Survey,2,PENSACOLA MOUNTAINS; MOUNTAINS OF QUEEN ELIZABETH LAND,-83.41666666666667,-50.966666666666676
240997,ARQAYA,0.6076121383977703,0.6366621741698537,11,Central Bureau of Statistics (Syria); Governorates of Syria; Homs Governorate; Districts of Syria; Nahiyah; Taldou; Alawites; Eastern European Time; Homs District; Syria; Homs,2,POPULATED PLACES IN HOMS DISTRICT; ALAWITE COMMUNITIES IN SYRIA,34.81361111111111,36.47805555555556
146458,BUCA,0.6693337681398254,0.4741477801251262,41,Provinces of Turkey; Baptist; United Nations; Levantine mansions of İzmir; Somalia; Chios; vineyards; Eastern European Summer Time; Postal code; Ege University; Countries of the world; Russo-Turkish War (1768–1774); Dokuz Eylül University; Levantines (Latin Christians); Orlov (family)#The other Counts Orlov; Operation Restore Hope; Cemil Şeboy; Great Britain; Turkish car number plates; Orlov revolt; Andros; Kythira; Peloponnese; Gulf of İzmir; Regions of Turkey; France; Hippodrome; Catholic; İzmir Province; 1688 Smyrna earthquake; Çevik Bir; Bornova; hippodrome; Turkey; Yedi Göller; Latin; İzmir; Tamerlane; Levantine mansions of Smyrna; Levant; Eastern European Time,2,POPULATED PLACES IN IZMIR PROVINCE; BUCA DISTRICT,38.35,27.166666666666668
332201,BOB MARSHALL WILDERNESS,0.8345582706619552,-1.9733856075882548,70,"mountain goat; Marjory Stoneman Douglas Wilderness; bicycle; Teton County, Montana; Dupuyer, Montana; Missoula, Montana; Powell County, Montana; Continental Divide; Great Falls, Montana; Hungry Horse, Montana; Selway-Bitterroot Wilderness; Swan Lake (Montana); Bob Marshall (wilderness activist); Kalispell, Montana; Bob Marshall Wilderness Complex; American black bear; hunting; Pondera County, Montana; Grizzly bear; mountain lion; United States Forest Service; bighorn sheep; Montana; Flathead County, Montana; List of largest wilderness areas in the United States; elk; lynx; moose; mining; Chinese Wall (Montana); Seeley Lake, Montana; Choteau, Montana; wilderness; Helena National Forest; National Geographic (magazine); Lolo National Forest; National Wilderness Preservation System; Missoula County, Montana; wolverine; Continental Divide Trail; Lewis and Clark National Forest; United States; motor vehicle; Wilderness Act; Death Valley Wilderness; trumpeter swan; Alaska; Scapegoat Wilderness; larch; Camping; Montana Wilderness Association; Bald eagles; Flathead National Forest; spruce; Great Bear Wilderness; wolf; fishing; pelican; osprey; U.S. Route 2; Douglas fir; Lewis and Clark County, Montana; Glacier National Park (U.S.); Lincoln, Montana; machine; Bureau of Land Management; Frank Church—River of No Return Wilderness; The Wilderness Society (United States); forestry; Augusta, Montana",13,"PROTECTED AREAS OF POWELL COUNTY, MONTANA; HELENA NATIONAL FOREST; WILDERNESS AREAS OF MONTANA; IUCN CATEGORY IB; PROTECTED AREAS OF PONDERA COUNTY, MONTANA; 1964 ESTABLISHMENTS IN MONTANA; PROTECTED AREAS OF FLATHEAD COUNTY, MONTANA; PROTECTED AREAS OF MISSOULA COUNTY, MONTANA; PROTECTED AREAS OF LEWIS AND CLARK COUNTY, MONTANA; FLATHEAD NATIONAL FOREST; PROTECTED AREAS OF TETON COUNTY, MONTANA; LEWIS AND CLARK NATIONAL FOREST; LOLO NATIONAL FOREST",47.81666666666666,-113.06666666666663
358306,IMIEŁKÓW,0.9081675318648159,0.32102907522030144,12,"Turek County; Turek, Poland; Powiat; Tuliszków; Greater Poland Voivodeship; Poland; Voivodeships of Poland; Gmina Tuliszków; village; Gmina; Countries of the world; Poznań",1,VILLAGES IN TUREK COUNTY,52.03416666666666,18.39361111111111
342512,MAGONG,0.4113159270533303,2.0871228971765516,42,National Penghu University of Science and Technology; Township (Taiwan); Chang Yu-sheng Memorial Museum; Chinese nobility; Jinguitou Fortress; Guangxu Era; sea goddess; County-controlled city; Taiwan under Japanese rule; county seat; Ocean Resources Museum; Hanyu Pinyin; Fujian; Central Street (Taiwan); Penghu Living Museum; Magong Harbor; Taiwan Province; Horse; Mazu Temple (Magong); Penghu; Second World War; Mako Guard District; romanization of Chinese; Philippines Campaign (1941–1942); Wade-Giles; Chang Yu-sheng; First Guesthouse; shamaness; apotheosis; Four-eyed Well; county-controlled city; Lin Moniang; Qing Empire; Hōko Prefecture; Chinese folk religion; Mazu temples; Taiwan; Magong Airport; Imperial Japanese Navy; Domestic airport; subprefecture; Penghu County Council,2,POPULATED PLACES IN PENGHU COUNTY; CITIES IN TAIWAN,23.566666666666666,119.58333333333329
93225,CHACACHACARE LIGHTHOUSE,0.18673374629823555,-1.0777873552198851,6,Light characteristic#Class of Light; above sea level; Trinidad and Tobago; Chacachacare; List of lighthouses in Trinidad and Tobago; frequency,1,LIGHTHOUSES IN TRINIDAD AND TOBAGO,10.699055555555557,-61.75266666666668
97931,JOYCE WILDLIFE MANAGEMENT AREA,0.5300322531466224,-1.577472211183775,47,"The Conservation Fund; Hammond, Louisiana; I-55; canoe; white-tailed deer; Tangipahoa River; National Oceanic and Atmospheric Administration; catfish; Ameriprise Financial; wood duck; mottled duck; protected area; Redear sunfish; Coypu; rabbit; Lake Maurepas; Parish (administrative division); Tangipahoa Parish, Louisiana; Clean Water Act; Joyce Foundation; Bald eagles; Hurricane Isaac; U.S. Route 51; bird watching; sewage treatment; National Fish and Wildlife Foundation; nature; Ponchatoula, Louisiana; hooded merganser; Discharge Monitoring Report; hiking; osprey; Shell Oil; largemouth bass; Effluent guidelines; Louisiana Department of Wildlife and Fisheries; Bald cypress; herbaceous; waterfowl; black-bellied whistling duck; squirrel; effluent; North American Wetland Conservation Act; Louisiana; Pirogue; Lake Pontchartrain; boardwalk",4,"WILDLIFE MANAGEMENT AREAS IN LOUISIANA; WILDLIFE MANAGEMENT AREAS IN THE UNITED STATES; PROTECTED AREAS OF LOUISIANA; GEOGRAPHY OF TANGIPAHOA PARISH, LOUISIANA",30.36861111111111,-90.38250000000001
402150,KALATEH ABSARDEH,0.5899018946268391,0.848632411824565,13,Borujerd County; Hemmatabad Rural District; Romanize; List of countries; Lorestan Province; Counties of Iran; Iran Daylight Time; Iran Standard Time; Provinces of Iran; Rural Districts of Iran; Iran; Bakhsh; Central District (Borujerd County),1,POPULATED PLACES IN BORUJERD COUNTY,33.79888888888889,48.62305555555555
170795,SCOTT HIGH SCHOOL (OHIO),0.7274920173257252,-1.4589352661524932,76,"American football; Roosevelt Nix (defensive end); MLB; Toledo News-Bee; Libbey High School (Toledo, Ohio); San Francisco 49ers; Coeducational; jazz; track and field; DeVilbiss High School (Toledo, Ohio); Tiffin University; Waite High School (Toledo, Ohio); NBA; Woodward High School (Toledo, Ohio); Wrestling; Don Collins; San Diego Chargers; public high school; pianist; Toledo Public Schools; University of Findlay; Ohio State Buckeyes football; Cincinnati Bengals; Nate Washington; Willie Harper; Cross Country Running; Golf; Art Tatum; Volleyball; Odell Barry; Toledo City League; Thanksgiving (United States); Nebraska Cornhuskers football; Ernie Vick; Lucas County, Ohio; Washington State Cougars men's basketball; Public school (government funded); Detroit Pistons; Melvin Newbern; Old West End District (Toledo, Ohio); Baseball; Brenda Morehead; African-American; Track and Field; Softball; Toledo, Ohio; Notre Dame Fighting Irish football; Minnesota Golden Gophers men's basketball; Basketball; Dick Szymanski; Midwestern United States; Wilbert McClure; Macomber High School (Toledo, Ohio); Pan American Games; Toledo City School District; Jim Parker (American football); Ninth grade; Twelfth grade; Toledo Blade; Boxing at the Summer Olympics; North Central Association of Colleges and Schools; Continental Basketball Association; Pittsburgh Steelers; Denver Broncos; Deep South; Ernie Wright; Baltimore Colts (1953–1983); St. Louis Cardinals; American Football League; virtuoso; Mildred Taylor; Ron Allen (baseball); Toledo City League (OHSAA); Tennessee Titans; Ohio; Bill and Melinda Gates Foundation",2,"HIGH SCHOOLS IN TOLEDO, OHIO; PUBLIC HIGH SCHOOLS IN OHIO",41.682222222222215,-83.59083333333332
222958,MOUNT VAUGHT,0.8496408242812729,-1.9874742931612983,9,"U.S. state; Flathead County, Montana; Montana; United States; Glacier National Park (US); Livingston Range; Heavens Peak; United States Geological Survey; List of mountains and mountain ranges of Glacier National Park (U.S.)",4,"LIVINGSTON RANGE; MOUNTAINS OF GLACIER NATIONAL PARK (U.S.); MOUNTAINS OF MONTANA; MOUNTAINS OF FLATHEAD COUNTY, MONTANA",48.68083333333333,-113.87388888888889
42388,"STEVENSVILLE, ONTARIO",0.7495122547217203,-1.3798427622162837,21,"Lake Erie; Cleveland Indians; Provinces and territories of Canada; Regional municipality; North American Eastern Time Zone; Regional Municipality of Niagara; Fort Erie, Ontario; List of L postal codes of Canada; Area codes 905 and 289; National Topographic System; Canada; Geographical Names Board of Canada; James L. Kraft; Nick Weglarz; 2008 Summer Olympics; Niagara Falls; Michael Fonfara; baseball; Eastern Daylight Time; Ontario; Canadian postal code#Forward sortation areas",1,"NEIGHBOURHOODS IN FORT ERIE, ONTARIO",42.943888888888885,-79.05916666666667
166076,NIBOK DISTRICT,-0.00902723074225956,2.913318131839368,15,Rail transport in Nauru; Geography of Nauru; List of settlements in Nauru; Districts of Nauru; Australasia; Postal code; Constituencies of Nauru; Telephone numbers in Nauru; district; Nauru Phosphate Corporation; Micronesia; Denigomodu District; Ubenide Constituency; acres; Nauru,2,POPULATED PLACES IN NAURU; DISTRICTS OF NAURU,-0.5172222222222222,166.92083333333335
400684,"FEDERACIÓN, ENTRE RÍOS",-0.5407611799095764,-1.0108365251133824,26,"Manuel Antonio Urdinarrain; Concordia, Entre Ríos; List of sovereign states; Salto Grande Dam; Time in Argentina; Departments of Argentina; reservoir (water); Justo José de Urquiza; Telephone numbering in Argentina; President of Argentina; List of cities in Argentina; Entre Ríos Province; National Route 14 (Argentina); Jorge Rafael Videla; timber; Uruguay River; Uruguay; provinces of Argentina; Paraná, Argentina; Federación Department; citrus; beekeeping; sawmill; caudillo; Argentine postal code; Provinces of Argentina",2,URUGUAY RIVER; POPULATED PLACES IN ENTRE RÍOS PROVINCE,-30.98333333333333,-57.91666666666666
85772,"BARANIVKA, SHYSHAKY RAION",0.8715010731625017,0.5934119456780721,8,Ukrainian postal codes; Poltava Oblast; +380; Ukraine; Raion; Shyshaky Raion; Oblast; Psel River,2,VILLAGES IN SHYSHAKY RAION; POLTAVA GOVERNORATE,49.93333333333332,34.0
217045,HEERHUGOWAARD,0.9192067393836802,0.08435758051305925,83,"West Friesland (region); Princess Margriet of the Netherlands; North Holland; Almere; Hollands Kroon; Heerhugowaard railway station; Labour Party (Netherlands); municipality; continental Europe; West Frisian (dialect); bowling; Langedijk; fen; Twin towns and sister cities; Alkmaar; City council (Netherlands); Haarlem; Kalisz; European windstorm; Interliner; Hoogeveen; Medemblik; solar power; Stad van de Zon; oceanic climate; Europe; Vinex-location; Draai; Frost; Hardiness zone; body of water; Bomenwijk; Nijmegen; Provinces of the Netherlands; Verlaat (Heerhugowaard); Frisians; Bert Blase; Schagen; Telephone numbers in the Netherlands; Köppen climate classification; precipitation (meteorology); Broekhorn; Schilderswijk; List of sovereign states; Edelstenenwijk; Central European Time; polder; United States Department of Agriculture; Assendelft; Egmond Abbey; bankruptcy; Hoorn; List of municipalities of the Netherlands; Netherlands; Schermer; Butterhuizen; Frik, Heerhugowaard; land reclamation; Amsterdam; Siberia; 't Kruis; Poland; Middenwaard; College van burgemeester en wethouders; peat; Central European Summer Time; Westfriese Omringdijk; Enkhuizen; Postal codes in the Netherlands; Oostertocht; De Noord (Heerhugowaard); Opmeer; Beemster; Kabel (Heerhugowaard); Den Haag; Urban heat island; Rivierenwijk; Burgemeester; Veenhuizen, North Holland; Municipal council (Netherlands); Waterwolf; Den Helder; Koggenland",4,HEERHUGOWAARD; POLDERS OF NORTH HOLLAND; MUNICIPALITIES OF NORTH HOLLAND; POPULATED PLACES IN NORTH HOLLAND,52.66666666666667,4.833333333333333
52971,WHEELUS AIR BASE,0.5741260574435346,0.2317845728016581,93,Kingdom of Libya; Cyprus; C-47 Skytrain; C-54 Skymaster; 20th Fighter Wing; Ambassador; Mitiga International Airport; Libyan Air Force (1951-2011); Idris I of Libya; United States Army Air Forces; Iran; 431st Fighter-Interceptor Squadron; Morocco; Nazi Germany; Military Air Transport Service; USAAF; Tripoli Grand Prix; F-86 Sabre; 58th Rescue Squadron; Military Airlift Command; Henschel Hs 126; British Eighth Army; Rhein-Main Air Base; Benghazi; Strategic Air Command; plane crash; Cold War; RAF Wethersfield; USAFE; Aeronautica Militare; Italy; Air Transport Command (United States Air Force); 580th Air Resupply and Communications Wing; Ramstein Air Base; United States Air Forces in Europe; Idaho; B-50 Superfortress; Selfridge Field; F-84 Thunderjet; 12th Air Force; Mountain Home Air Force Base; Egypt; HH-3E; North Africa; NATO; TM-61; Junkers Ju 52; Operation Hajji Baba; Operation El Dorado Canyon; Saudi Arabia; Middle East; T-33 Shooting Star; B-24 Liberator; World Digital Library; C-47; Uqba ibn Nafi; Convair B-36; National Museum of the United States Air Force; 17th Air Force; Tripoli; Rabat; Grumman HU-16 Albatross; Celsius; C-97 Stratofreighter; Benina Airport; Tunisia; Sikorsky H-19 Chickasaw; HC-130; History of Libya under Muammar Gaddafi#Coup d'état of 1969; North African Campaign; F-4 Phantom II; 376th Bombardment Group; Luftwaffe; Air National Guard; United States Air Force; Southwest Asia; B-29 Superfortress; United Kingdom; B-47 Stratojet; Fahrenheit; Michigan; Spain; Tunis Airport; Military Air Transportation Service; Mediterranean; Fieseler Fi 156; Dakar; Cairo; Air Training Command; Zaragoza Air Base; F-100 Super Sabre; Muammar Gaddafi; Soviet Union,9,BASES OF THE UNITED STATES AIR FORCE; 1970 DISESTABLISHMENTS IN LIBYA; WORLD WAR II AIRFIELDS IN LIBYA; AIRPORTS ESTABLISHED IN 1923; MILITARY INSTALLATIONS OF LIBYA; 1923 ESTABLISHMENTS IN LIBYA; AIRPORTS IN LIBYA; LIBYA–UNITED STATES RELATIONS; AIRFIELDS OF THE UNITED STATES ARMY AIR FORCES AIR TRANSPORT COMMAND IN NORTH AFRICA,32.894999999999996,13.28027777777778
316179,"KUR, TULKARM",0.5626117325171832,0.6125717823555209,30,"Palestinian people; Sanjak of Nablus; 'Azzun; British Mandate of Palestine; Six-Day War; Muslim; Village Statistics, 1945; 1922 census of Palestine; dunam; West Bank; Palestinian Central Bureau of Statistics; Tulkarm Governorate; daftar; Jordan; Ottoman Empire; Kafr Abbush; Edward Robinson (scholar); Josephus; 1931 census of Palestine; Palestine Exploration Fund; Tulkarm; Liwa (Arabic); Byzantine Empire; 1948 Arab–Israeli War; Akçe; cistern; 1949 Armistice Agreements; Israel; Nahiya; Crocker & Brewster",3,THRONE VILLAGES; VILLAGES IN THE WEST BANK; TULKARM GOVERNORATE,32.235277777777775,35.09777777777778
